kepid,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2
12208887,FALSE POSITIVE,53.501860974,5.789e-06,-5.789e-06,0.0,,,,,,0.431,0.01,-0.012,5.25334,0.00538,-0.00538,456780.0,418.0,-418.0,0.676104,0.005039,-0.005057,89.8,,,126.024,0.772,-0.772,55.23,9.74,-4.51,0.2569,,,409.0,,,6.63,3.79,-1.67,5436.0,177.0,-160.0,4.587,0.045,-0.105,-0.38,0.35,-0.3,0.748,0.132,-0.061,0.79,0.093,-0.067,,,
7100673,CANDIDATE,7.23524221,4.586e-05,-4.586e-05,0.0,,,,,,0.182,0.264,-0.182,2.685,0.169,-0.169,60.0,4.4,-4.4,0.007012,0.000429,-0.00024,89.49,,,20.4,3.8,-3.8,0.82,0.12,-0.12,0.0716,,,948.0,,,191.14,85.18,-59.91,5574.0,111.0,-100.0,4.354,0.132,-0.108,0.12,0.15,-0.15,1.065,0.166,-0.15,0.933,0.067,-0.053,,,
3832474,CONFIRMED,60.32494216,3.207e-05,-3.207e-05,0.0,,,,,,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,20280.0,64.0,-64.0,0.128744,0.000241,-0.001016,89.83,,,77.04,5.8,-5.8,12.19,1.11,-0.52,0.2998,,,411.0,,,6.77,1.89,-1.09,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.21,0.15,-0.2,0.867,0.079,-0.037,0.986,0.035,-0.082,,,
6359320,CANDIDATE,2.83668931,2.819e-05,-2.819e-05,0.0,,,,,,0.33,0.13,-0.33,3.031,0.23,-0.23,166.1,15.7,-15.7,0.011852,0.000585,-0.000811,87.25,,,6.87,2.5,-2.5,1.19,0.39,-0.12,0.0395,,,1242.0,,,562.48,558.76,-169.45,5831.0,184.0,-205.0,4.517,0.038,-0.212,0.0,0.25,-0.3,0.921,0.301,-0.094,1.016,0.115,-0.127,,,
9489953,FALSE POSITIVE,58.3437362,0.0005201,-0.0005201,0.0,,,,,,1.246,31.11,-0.036,22.482,0.379,-0.379,1266.8,19.7,-19.7,0.284985,31.06437,-0.035466,78.65,,,6.33,3.2,-3.2,93.55,17.27,-40.33,0.3351,,,779.0,,,87.03,50.35,-62.08,5896.0,176.0,-176.0,3.65,0.36,-0.12,-0.06,0.3,-0.3,3.006,0.555,-1.296,1.472,0.17,-0.397,,,
5784777,CONFIRMED,5.33905606,1.209e-05,-1.209e-05,0.0,,,,,,0.02,0.435,-0.02,1.6415,0.0631,-0.0631,755.5,31.7,-31.7,0.024662,0.001087,-0.000731,89.96,,,25.46,3.1,-3.1,1.9,0.19,-0.2,0.0525,,,817.0,,,105.25,38.6,-29.19,5057.0,151.0,-136.0,4.573,0.072,-0.048,-0.44,0.35,-0.3,0.704,0.072,-0.072,0.676,0.093,-0.043,,,
6864893,FALSE POSITIVE,40.8792243,0.0003947,-0.0003947,0.0,,,,,,0.79,0.151,-0.563,7.005,0.207,-0.207,413.6,20.2,-20.2,0.020582,0.003588,-0.002174,88.43,,,28.8,12.9,-12.9,1.62,0.25,-0.14,0.2129,,,437.0,,,8.59,4.37,-2.21,5383.0,160.0,-160.0,4.609,0.039,-0.091,-0.44,0.3,-0.3,0.72,0.114,-0.061,0.769,0.084,-0.069,,,
6605493,CONFIRMED,9.30991834,5.387e-05,-5.387e-05,0.0,,,,,,0.551,0.019,-0.458,3.455,0.133,-0.133,114.5,6.8,-6.8,0.010094,6.3e-05,-0.000731,88.19,,,17.44,5.7,-5.7,1.21,0.2,-0.14,0.0866,,,913.0,,,164.38,72.29,-45.47,5806.0,104.0,-116.0,4.353,0.105,-0.116,0.06,0.15,-0.15,1.101,0.174,-0.126,0.996,0.081,-0.066,,,
3103227,CONFIRMED,225.585245,0.00358,-0.00358,0.0,,,,,,0.066,0.381,-0.066,11.166,0.382,-0.382,754.9,46.5,-46.5,0.024932,0.001284,-0.000719,89.98,,,157.86,8.9,-8.9,3.71,0.64,-0.58,0.7681,,,348.0,,,3.48,1.57,-1.12,5929.0,77.0,-77.0,4.243,0.138,-0.112,0.3,0.1,-0.15,1.363,0.236,-0.212,1.185,0.074,-0.081,,,
6198999,CONFIRMED,3.93246069,1.036e-05,-1.036e-05,0.0,,,,,,0.416,0.042,-0.412,2.1763,0.0742,-0.0742,455.5,17.6,-17.6,0.019407,0.000325,-0.00106,88.15,,,12.87,4.9,-4.9,1.65,0.1,-0.16,0.0444,,,894.0,,,151.31,40.89,-40.08,4841.0,144.0,-129.0,4.533,0.072,-0.044,0.1,0.25,-0.3,0.779,0.049,-0.074,0.756,0.072,-0.054,,,
3634051,CONFIRMED,453.54212,0.003501,-0.003501,0.0,,,,,,0.633,0.219,-0.405,17.026,0.24,-0.24,861.0,18.6,-18.6,0.02813,0.002815,-0.001308,89.78,,,164.9,70.4,-70.4,9.23,1.76,-4.1,1.3292,,,390.0,,,5.45,2.74,-3.85,5874.0,87.0,-79.0,3.664,0.375,-0.125,0.12,0.15,-0.15,3.006,0.572,-1.335,1.519,0.15,-0.376,,,
8111622,FALSE POSITIVE,15.44605962,8.61e-07,-8.61e-07,0.0,,,,,,0.3,0.008,-0.007,4.5963,0.00183,-0.00183,330910.0,265.0,-265.0,0.540318,0.000427,-0.000409,89.56,,,38.7967,0.0397,-0.0397,52.93,16.22,-5.43,0.1211,,,701.0,,,57.04,51.24,-16.85,5838.0,157.0,-192.0,4.529,0.038,-0.212,-0.08,0.3,-0.3,0.897,0.275,-0.092,0.992,0.116,-0.127,,,
5956171,CANDIDATE,402.27493,0.02267,-0.02267,0.0,,,,,,0.668,0.061,-0.479,15.67,1.6,-1.6,294.5,34.2,-34.2,0.016636,0.000357,-0.001817,89.75,,,150.3,65.4,-65.4,1.73,0.52,-0.18,1.0699,,,262.0,,,1.11,1.0,-0.34,6299.0,170.0,-226.0,4.486,0.054,-0.216,-0.42,0.3,-0.35,0.95,0.29,-0.097,1.008,0.135,-0.123,,,
9635529,FALSE POSITIVE,2.35195525,2.12e-07,-2.12e-07,0.0,,,,,,0.511,0.003,-0.001,5.98883,0.00419,-0.00419,212830.0,211.0,-211.0,0.445655,0.000324,-0.000439,82.95,,,4.1649,0.0315,-0.0315,59.62,18.63,-7.99,0.0363,,,1678.0,,,1876.0,1658.66,-617.91,6550.0,148.0,-181.0,4.324,0.084,-0.196,-0.22,0.25,-0.3,1.225,0.383,-0.164,1.157,0.178,-0.146,,,
5780885,CONFIRMED,4.885488596,2.66e-07,-2.66e-07,0.0,,,,,,0.361,0.014,-0.017,5.16165,0.00597,-0.00597,7458.4,3.7,-3.7,0.079898,9.4e-05,-0.000126,87.2,,,7.392,0.146,-0.146,16.66,1.04,-0.7,0.0605,,,1496.0,,,1182.79,223.79,-147.95,6036.0,78.0,-72.0,3.968,0.02,-0.016,0.1,0.1,-0.1,1.909,0.12,-0.08,1.236,0.154,-0.066,,,
10556891,FALSE POSITIVE,70.61977122,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337061,FALSE POSITIVE,6.5583706,4.346e-05,-4.346e-05,0.0,,,,,,1.213,28.0,-1.18,3.286,0.217,-0.217,136.0,8.5,-8.5,0.222735,27.97797,-1.176655,63.14,,,2.68,1.3,-1.3,39.06,6.74,-8.24,0.0717,,,1283.0,,,639.83,290.04,-260.45,6144.0,86.0,-74.0,4.083,0.168,-0.098,-0.04,0.15,-0.15,1.606,0.277,-0.339,1.14,0.138,-0.095,,,
8307489,CANDIDATE,421.98194,0.01639,-0.01639,0.0,,,,,,0.1494,0.2694,-0.1494,13.799,0.659,-0.659,173.1,14.5,-14.5,0.01219,0.000552,-0.000623,89.95,,,233.9,41.6,-41.6,2.02,1.2,-0.42,1.2041,,,334.0,,,2.96,5.29,-1.34,6760.0,152.0,-232.0,4.193,0.136,-0.334,-0.16,0.24,-0.34,1.515,0.905,-0.314,1.314,0.278,-0.243,,,
7203858,FALSE POSITIVE,407.97623,0.01831,-0.01831,0.0,,,,,,0.0598,0.3918,-0.0597,14.69,1.2,-1.2,237.5,21.5,-21.5,0.014297,0.000826,-0.000678,89.95,,,214.9,26.6,-26.6,4.63,1.1,-1.44,1.3498,,,498.0,,,14.53,10.52,-8.69,7612.0,229.0,-307.0,3.787,0.25,-0.144,-0.08,0.26,-0.34,2.968,0.705,-0.924,1.969,0.203,-0.402,,,
9823519,CONFIRMED,1.766789509,6.768e-06,-6.768e-06,0.0,,,,,,0.066,0.387,-0.065,1.3345,0.0577,-0.0577,1009.8,44.0,-44.0,0.028909,0.000972,-0.00096,89.64,,,10.402,0.15,-0.15,1.4,0.14,-0.17,0.0222,,,730.0,,,66.95,19.5,-19.01,3698.0,66.0,-73.0,4.81,0.055,-0.045,-0.2,0.2,-0.2,0.444,0.043,-0.053,0.464,0.042,-0.055,,,
8229361,FALSE POSITIVE,370.46262,0.01502,-0.01502,0.0,,,,,,0.2421,0.1945,-0.2421,9.541,0.816,-0.816,347.9,42.0,-42.0,0.017231,0.001278,-0.000928,89.95,,,293.0,113.0,-113.0,2.03,1.1,-0.21,1.0335,,,284.0,,,1.53,2.47,-0.44,6295.0,155.0,-199.0,4.401,0.066,-0.322,-0.16,0.23,-0.32,1.08,0.581,-0.111,1.065,0.251,-0.112,,,
8624860,CANDIDATE,15.3902613,0.0002628,-0.0002628,0.0,,,,,,0.231,0.224,-0.231,3.431,0.395,-0.395,76.8,9.5,-9.5,0.008048,0.000527,-0.000613,89.61,,,33.63,4.8,-4.8,4.39,0.55,-1.66,0.1458,,,1459.0,,,1069.24,352.78,-687.63,5649.0,67.0,-109.0,3.282,0.255,-0.085,-0.58,0.15,-0.2,4.994,0.631,-1.892,1.74,0.122,-0.489,,,
4172746,CANDIDATE,17.6997392,0.000108,-0.000108,0.0,,,,,,0.105,0.351,-0.105,2.76,0.155,-0.155,752.7,45.1,-45.1,0.024246,0.001316,-0.001126,89.88,,,49.91,8.0,-8.0,1.96,0.17,-0.16,0.1218,,,523.0,,,17.73,6.18,-4.82,4807.0,172.0,-172.0,4.583,0.041,-0.045,0.08,0.25,-0.3,0.742,0.061,-0.061,0.769,0.061,-0.068,,,
3248332,FALSE POSITIVE,7.363572395,5.212e-06,-5.212e-06,0.0,,,,,,0.922,0.088,-0.038,5.7545,0.0332,-0.0332,129700.0,677.0,-677.0,0.4993,0.064427,-0.028309,85.45,,,11.613,0.424,-0.424,82.22,26.99,-16.57,0.0817,,,1287.0,,,649.25,611.6,-294.98,6793.0,165.0,-259.0,4.208,0.124,-0.186,-0.08,0.25,-0.35,1.508,0.495,-0.304,1.346,0.204,-0.224,,,
9474483,FALSE POSITIVE,0.512583041,2.553e-06,-2.553e-06,0.0,,,,,,0.116,0.363,-0.116,1.498,0.115,-0.115,114.3,7.9,-7.9,0.009823,0.00041,-0.000503,87.53,,,2.6895,0.0758,-0.0758,1.07,0.36,-0.12,0.0129,,,2363.0,,,7320.09,7398.82,-2370.24,6077.0,190.0,-232.0,4.471,0.056,-0.224,-0.04,0.25,-0.3,0.999,0.333,-0.111,1.077,0.14,-0.156,,,
3858988,FALSE POSITIVE,25.9518795,0.0002417,-0.0002417,0.0,,,,,,1.259,14.18,-0.573,21.569,0.428,-0.428,1312.3,24.4,-24.4,0.298163,13.74781,-0.564581,66.75,,,3.19,1.6,-1.6,35.1,10.09,-6.74,0.1667,,,645.0,,,41.0,34.64,-17.31,5753.0,156.0,-173.0,4.335,0.175,-0.193,-0.1,0.3,-0.3,1.078,0.31,-0.207,0.918,0.124,-0.093,,,
8773869,FALSE POSITIVE,1.576341127,2.21e-06,-2.21e-06,0.0,,,,,,0.01,0.377,-0.01,3.1232,0.0396,-0.0396,335.1,4.5,-4.5,0.016263,0.000406,-0.00016,89.86,,,3.963,0.151,-0.151,2.96,1.53,-1.53,0.026,,,1797.0,,,2460.7,3903.35,-1951.42,5087.0,151.0,-151.0,3.967,0.609,-0.261,0.16,0.25,-0.25,1.666,0.861,-0.861,0.937,0.124,-0.136,,,
6863839,FALSE POSITIVE,1.926353494,4.803e-06,-4.803e-06,0.0,,,,,,0.767,0.168,-0.496,2.5305,0.0698,-0.0698,185.1,6.0,-6.0,0.013594,0.001776,-0.00098,78.81,,,3.95,1.7,-1.7,1.33,0.37,-0.15,0.0292,,,1484.0,,,1146.34,917.76,-354.23,6063.0,163.0,-181.0,4.481,0.081,-0.189,-0.52,0.3,-0.3,0.899,0.245,-0.105,0.893,0.099,-0.089,,,
5876360,FALSE POSITIVE,1.050852976,8.89e-07,-8.89e-07,0.0,,,,,,1.111,6.684,-0.127,1.6788,0.0207,-0.0207,41694.0,302.0,-302.0,0.420227,6.58438,-0.108666,75.38,,,4.4,2.2,-2.2,45.89,0.0,0.0,0.0203,,,1791.0,,,2423.97,0.0,0.0,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,,,
12735830,CONFIRMED,31.827649,0.0001355,-0.0001355,0.0,,,,,,0.785,0.151,-0.538,1.639,0.115,-0.115,520.0,39.0,-39.0,0.023361,0.004895,-0.00311,89.54,,,97.3,42.9,-42.9,4.98,0.79,-3.15,0.1939,,,668.0,,,47.21,19.19,-41.46,4774.0,57.0,-114.0,3.838,0.765,-0.128,0.38,0.05,-0.15,1.954,0.309,-1.238,0.959,0.075,-0.188,,,
8885673,FALSE POSITIVE,1.228721184,2.279e-06,-2.279e-06,0.0,,,,,,0.208,0.262,-0.208,1.041,0.0529,-0.0529,465.6,21.7,-21.7,0.01944,0.000861,-0.000727,88.68,,,9.02,1.4,-1.4,1.62,0.12,-0.15,0.0203,,,1324.0,,,728.99,217.0,-190.2,4897.0,148.0,-133.0,4.542,0.072,-0.039,-0.02,0.3,-0.3,0.764,0.056,-0.07,0.742,0.083,-0.055,,,
9884104,CONFIRMED,4.585466941,5.58e-06,-5.58e-06,0.0,,,,,,0.823,0.018,-0.591,3.4437,0.0262,-0.0262,383.5,5.1,-5.1,0.020175,0.000306,-0.002172,82.38,,,6.2,3.0,-3.0,3.29,0.54,-0.71,0.0571,,,1307.0,,,688.54,313.04,-300.02,5788.0,104.0,-115.0,4.16,0.162,-0.108,0.26,0.15,-0.15,1.495,0.245,-0.326,1.179,0.093,-0.139,,,
3557493,FALSE POSITIVE,0.393726813,3.87e-07,-3.87e-07,0.0,,,,,,1.1898,0.1972,-0.0608,2.95,0.0999,-0.0999,564.6,8.7,-8.7,0.214695,0.192244,-0.058127,13.75,,,1.226,0.494,-0.494,24.17,10.39,-2.3,0.0108,,,2705.0,,,12661.53,16030.98,-3683.52,6277.0,164.0,-222.0,4.449,0.049,-0.291,-0.18,0.22,-0.3,1.031,0.443,-0.098,1.085,0.214,-0.135,,,
6967430,FALSE POSITIVE,2.00383703,2.663e-05,-2.663e-05,0.0,,,,,,0.268,0.19,-0.268,3.473,0.656,-0.656,42.3,5.5,-5.5,0.005986,0.000409,-0.000494,86.44,,,4.32,2.0,-2.0,0.67,0.22,-0.07,0.0317,,,1518.0,,,1256.78,1168.34,-391.58,6045.0,163.0,-199.0,4.439,0.07,-0.224,-0.02,0.25,-0.3,1.028,0.326,-0.116,1.055,0.145,-0.13,,,
9908486,FALSE POSITIVE,36.6092739,0.0005991,-0.0005991,0.0,,,,,,0.26,0.206,-0.26,1.835,0.352,-0.352,1102.0,193.0,-193.0,0.029789,0.003267,-0.002869,89.9,,,151.9,54.7,-54.7,52.42,10.15,-12.41,0.2708,,,1623.0,,,1640.55,849.62,-772.99,4770.0,76.0,-114.0,2.319,0.033,-0.024,-0.34,0.15,-0.25,16.114,3.121,-3.815,1.973,1.063,-0.773,,,
11037818,CONFIRMED,259.34304,0.01256,-0.01256,0.0,,,,,,0.447,0.516,-0.242,16.04,1.1,-1.1,349.7,30.3,-30.3,0.017252,0.000485,-0.001425,89.77,,,112.9,46.6,-46.6,6.04,1.02,-2.23,0.9302,,,449.0,,,9.65,4.36,-6.03,5490.0,82.0,-82.0,3.629,0.262,-0.087,0.24,0.15,-0.15,3.204,0.545,-1.18,1.592,0.163,-0.409,,,
9828127,CONFIRMED,18.0541469,0.0001484,-0.0001484,0.0,,,,,,0.175,0.285,-0.175,4.587,0.171,-0.171,283.1,16.2,-16.2,0.015187,0.000711,-0.000564,89.67,,,30.07,3.0,-3.0,1.51,0.18,-0.09,0.1327,,,635.0,,,38.57,12.86,-6.29,5505.0,74.0,-82.0,4.501,0.038,-0.105,0.16,0.15,-0.15,0.909,0.113,-0.052,0.955,0.044,-0.058,,,
5602588,CONFIRMED,11.01819178,7.244e-05,-7.244e-05,0.0,,,,,,0.883,0.016,-0.626,4.635,0.148,-0.148,545.7,26.8,-26.8,0.024936,7.8e-05,-0.003631,84.66,,,9.49,4.7,-4.7,2.64,0.82,-0.27,0.0985,,,840.0,,,117.97,107.68,-35.55,6075.0,168.0,-210.0,4.486,0.052,-0.208,-0.12,0.25,-0.35,0.969,0.3,-0.1,1.048,0.139,-0.139,,,
8167504,CANDIDATE,7.7021729,0.0001312,-0.0001312,0.0,,,,,,0.509,0.042,-0.443,3.987,0.414,-0.414,74.6,9.8,-9.8,0.008061,0.00053,-0.000678,87.73,,,12.86,6.1,-6.1,0.85,0.12,-0.06,0.0754,,,888.0,,,147.24,52.62,-27.22,5618.0,76.0,-76.0,4.449,0.068,-0.11,0.12,0.15,-0.15,0.969,0.13,-0.07,0.962,0.054,-0.054,,,
5124254,FALSE POSITIVE,14.0498182,8.992e-05,-8.992e-05,0.0,,,,,,0.569,0.372,-0.36,2.907,0.161,-0.161,472.0,37.8,-37.8,0.020326,4e-06,-0.002222,88.96,,,31.3,14.8,-14.8,1.45,0.07,-0.13,0.0984,,,480.0,,,12.56,2.96,-3.4,4228.0,128.0,-141.0,4.618,0.052,-0.017,0.04,0.25,-0.3,0.652,0.031,-0.056,0.642,0.056,-0.056,,,
9766437,CONFIRMED,12.53248222,2.23e-05,-2.23e-05,0.0,,,,,,0.668,0.05,-0.481,4.0168,0.0646,-0.0646,1145.9,19.7,-19.7,0.032795,0.002946,-0.00159,87.96,,,18.8,6.4,-6.4,3.24,0.94,-0.32,0.1054,,,775.0,,,85.15,72.99,-24.49,5997.0,162.0,-198.0,4.522,0.048,-0.192,-0.22,0.3,-0.3,0.904,0.264,-0.088,0.991,0.121,-0.133,,,
8645191,FALSE POSITIVE,0.918921494,1.789e-06,-1.789e-06,0.0,,,,,,0.011,0.446,-0.011,0.9425,0.0543,-0.0543,321.0,15.7,-15.7,0.016414,0.000404,-0.000852,89.92,,,7.59,2.7,-2.7,1.49,0.4,-0.13,0.018,,,1697.0,,,1960.12,1563.63,-514.97,5655.0,169.0,-169.0,4.561,0.042,-0.179,-0.14,0.3,-0.3,0.833,0.22,-0.073,0.926,0.094,-0.104,,,
9509207,FALSE POSITIVE,14.199840087,1.79e-06,-1.79e-06,0.0,,,,,,0.772,0.008,-0.008,5.98531,0.00551,-0.00551,214600.0,166.0,-166.0,0.5554,0.004964,-0.00522,88.19,,,24.4987,0.0213,-0.0213,85.76,22.2,-27.11,0.115,,,907.0,,,159.99,125.37,-94.54,5864.0,176.0,-193.0,4.139,0.299,-0.161,-0.06,0.3,-0.3,1.414,0.366,-0.447,1.005,0.152,-0.124,,,
8953426,FALSE POSITIVE,2.665875491,2.55e-07,-2.55e-07,0.0,,,,,,0.878,0.024,-0.028,7.59461,0.00451,-0.00451,161390.0,76.8,-76.8,0.532779,0.017245,-0.018126,75.71,,,3.5585,0.0427,-0.0427,67.43,22.81,-9.77,0.0389,,,1502.0,,,1199.89,1230.67,-460.09,6234.0,195.0,-260.0,4.351,0.093,-0.201,-0.02,0.25,-0.3,1.159,0.392,-0.168,1.097,0.189,-0.142,,,
10547685,FALSE POSITIVE,1.388509353,2.59e-07,-2.59e-07,0.0,,,,,,1.145,0.146,-0.048,2.84811,0.00782,-0.00782,37638.0,80.2,-80.2,0.424908,0.127433,-0.041357,70.29,,,3.396,0.222,-0.222,52.43,8.08,-7.28,0.0241,,,1836.0,,,2679.88,1075.7,-801.83,6075.0,78.0,-85.0,4.315,0.132,-0.108,-0.28,0.15,-0.15,1.13,0.174,-0.157,0.962,0.065,-0.054,,,
9053086,FALSE POSITIVE,1.274841686,8.46e-07,-8.46e-07,0.0,,,,,,1.128,0.042,-0.035,3.5903,0.02,-0.02,50253.0,187.0,-187.0,0.455222,0.033942,-0.031051,66.13,,,2.7886,0.09,-0.09,63.68,19.68,-13.12,0.0235,,,2025.0,,,3957.46,3727.26,-1828.29,6211.0,197.0,-241.0,4.247,0.185,-0.185,-0.16,0.25,-0.3,1.281,0.396,-0.264,1.055,0.169,-0.139,,,
7837733,FALSE POSITIVE,3.08723626,2.655e-05,-2.655e-05,0.0,,,,,,0.2516,0.21,-0.2515,2.615,0.215,-0.215,101.9,9.5,-9.5,0.00935,0.000492,-0.000559,88.24,,,8.84,2.5,-2.5,1.2,0.72,-0.14,0.0446,,,1451.0,,,1046.77,1961.02,-351.44,6418.0,175.0,-252.0,4.395,0.059,-0.344,0.07,0.19,-0.37,1.171,0.71,-0.137,1.241,0.251,-0.213,,,
3428468,FALSE POSITIVE,114.90862419,2.006e-05,-2.006e-05,0.0,,,,,,0.78,0.025,-0.026,7.66397,0.00819,-0.00819,196110.0,201.0,-201.0,0.531564,0.01522,-0.017918,89.7,,,150.96,1.6,-1.6,42.78,1.22,-3.42,0.4163,,,259.0,,,1.06,0.2,-0.26,4412.0,132.0,-132.0,4.565,0.06,-0.016,0.44,0.05,-0.3,0.737,0.021,-0.059,0.729,0.037,-0.041,,,
8127648,FALSE POSITIVE,1.023470248,5.63e-07,-5.63e-07,0.0,,,,,,1.409,4.349,-0.137,2.3804,0.0203,-0.0203,129530.0,612.0,-612.0,0.919362,4.271203,-0.124339,72.05,,,4.57,2.2,-2.2,100.39,0.0,0.0,0.0199,,,1807.0,,,2522.39,0.0,0.0,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,,,
5444548,CONFIRMED,13.24931848,1.872e-05,-1.872e-05,0.0,,,,,,0.62,0.033,-0.446,4.4859,0.0438,-0.0438,647.6,8.4,-8.4,0.024323,0.001754,-0.001066,88.07,,,18.42,7.5,-7.5,2.86,0.43,-0.34,0.1087,,,806.0,,,99.54,41.19,-28.54,5799.0,104.0,-116.0,4.361,0.11,-0.11,0.0,0.15,-0.15,1.078,0.159,-0.13,0.972,0.072,-0.058,,,
4764774,FALSE POSITIVE,1.29019586,1.551e-05,-1.551e-05,0.0,,,,,,0.044,0.418,-0.044,3.741,0.265,-0.265,86.5,9.1,-9.1,0.008445,0.0006,-0.000482,89.08,,,2.719,0.433,-0.433,0.78,0.2,-0.07,0.0227,,,1530.0,,,1293.44,992.91,-348.79,5693.0,152.0,-186.0,4.558,0.033,-0.187,-0.14,0.3,-0.3,0.842,0.22,-0.073,0.938,0.094,-0.115,,,
12834874,CONFIRMED,7.65880048,1.326e-05,-1.326e-05,0.0,,,,,,0.017,0.407,-0.017,3.0427,0.0459,-0.0459,668.2,13.6,-13.6,0.023499,0.000669,-0.000292,89.95,,,19.687,0.302,-0.302,2.19,0.56,-0.23,0.0723,,,858.0,,,128.18,95.03,-36.64,5657.0,152.0,-152.0,4.508,0.069,-0.161,-0.26,0.3,-0.3,0.855,0.215,-0.092,0.858,0.106,-0.08,,,
5438099,CONFIRMED,44.8411168,0.0002781,-0.0002781,0.0,,,,,,0.864,0.05,-0.612,5.902,0.135,-0.135,1051.6,38.5,-38.5,0.034889,0.000484,-0.005587,88.5,,,33.1,15.4,-15.4,2.75,0.18,-0.11,0.2268,,,390.0,,,5.45,1.25,-0.82,4955.0,100.0,-100.0,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,,,
9415172,CONFIRMED,1.04562195,2.717e-06,-2.717e-06,0.0,,,,,,0.037,0.425,-0.037,1.8955,0.0725,-0.0725,213.0,9.7,-9.7,0.013092,0.000594,-0.000363,89.51,,,4.307,0.156,-0.156,1.45,0.2,-0.2,0.0192,,,1710.0,,,2031.84,766.47,-614.41,5344.0,80.0,-80.0,4.365,0.132,-0.096,0.16,0.15,-0.1,1.013,0.141,-0.141,0.867,0.064,-0.032,,,
6614629,FALSE POSITIVE,0.526615152,6.29e-07,-6.29e-07,0.0,,,,,,0.028,0.446,-0.028,1.0582,0.0373,-0.0373,64.0,2.0,-2.0,0.007299,0.00026,-0.000162,89.59,,,3.87,1.9,-1.9,1.46,0.25,-0.46,0.0133,,,2959.0,,,18152.32,9561.41,-10497.94,5718.0,156.0,-142.0,3.966,0.292,-0.097,0.12,0.25,-0.25,1.832,0.313,-0.581,1.131,0.158,-0.174,,,
6421937,FALSE POSITIVE,359.534371,0.004341,-0.004341,0.0,,,,,,100.806,0.1296,-34.1,24.205,0.519,-0.519,5732.0,125.0,-125.0,99.870651,0.129257,-34.11914,76.2,,,423.0,127.0,-127.0,64333.8,4504.0,-16460.0,1.2337,,,491.0,,,13.7,3.12,-7.05,5087.0,89.0,-165.0,3.183,0.031,-0.031,0.0,0.18,-0.36,5.899,0.413,-1.509,1.935,0.234,-0.852,,,
3939150,CONFIRMED,17.32419108,6.368e-05,-6.368e-05,0.0,,,,,,0.764,0.148,-0.531,8.045,0.102,-0.102,241.3,5.3,-5.3,0.0155,0.001117,-0.001176,86.03,,,11.03,5.4,-5.4,3.14,0.45,-0.76,0.1385,,,964.0,,,204.1,84.23,-95.49,5968.0,120.0,-108.0,3.972,0.21,-0.084,0.04,0.15,-0.15,1.857,0.264,-0.452,1.179,0.144,-0.13,,,
5174677,FALSE POSITIVE,43.5428781,0.0004621,-0.0004621,0.0,,,,,,0.984,6.972,-0.015,3.6768,0.0894,-0.0894,5447.0,124.0,-124.0,0.112095,6.913234,-0.008849,88.8,,,46.8,22.7,-22.7,17.47,5.32,-3.55,0.2607,,,688.0,,,53.04,47.83,-24.26,6669.0,187.0,-257.0,4.224,0.144,-0.192,-0.2,0.25,-0.3,1.427,0.435,-0.29,1.251,0.189,-0.189,,,
12208631,CANDIDATE,53.3580444,0.0005713,-0.0005713,0.0,,,,,,0.905,0.034,-0.655,6.812,0.184,-0.184,736.1,39.4,-39.4,0.030108,0.00032,-0.005825,88.24,,,29.5,14.1,-14.1,3.41,0.45,-0.41,0.2695,,,474.0,,,11.94,4.33,-3.18,5481.0,82.0,-74.0,4.369,0.121,-0.099,0.16,0.15,-0.15,1.036,0.138,-0.124,0.915,0.061,-0.042,,,
7762153,CANDIDATE,366.55705,0.01821,-0.01821,0.0,,,,,,0.1247,0.3304,-0.1246,11.62,0.736,-0.736,582.5,70.0,-70.0,0.021866,0.00199,-0.001101,89.95,,,244.4,59.2,-59.2,2.63,1.38,-0.32,1.0404,,,266.0,,,1.18,1.91,-0.4,5857.0,172.0,-218.0,4.403,0.073,-0.321,0.32,0.12,-0.3,1.1,0.581,-0.132,1.116,0.226,-0.149,,,
